x,y,T
125,7,0.4241156837049271
126,7,0.4197116192919396
127,7,0.417171280576018
128,7,0.41653767321742774
1,8,0.3650333806102879
2,8,0.36845476965563007
3,8,0.37384279081274857
4,8,0.38109398153032426
5,8,0.3900794969608402
6,8,0.4006550330397523
7,8,0.4126707283779157
8,8,0.42597993121825634
9,8,0.44044607381476286
10,8,0.4559473118711763
11,8,0.4723789675024828
12,8,0.48965409703404295
13,8,0.5077026615323345
14,8,0.526469807695097
15,8,0.5459136832055684
16,8,0.5660030286975251
17,8,0.5867145171037949
18,8,0.6080294563072206
19,8,0.6299290509065205
20,8,0.6523869929295665
21,8,0.6753578570741431
22,8,0.6987598566143064
23,8,0.7224513020435388
24,8,0.7462019047686498
25,8,0.7696629437569884
26,8,0.7923437808228414
27,8,0.8136050430964391
28,8,0.8326791745820938
29,8,0.8487252988795119
30,8,0.8609169982709791
31,8,0.8685505072884023
32,8,0.8711509658716133
33,8,0.8685505072935988
34,8,0.8609169982810412
35,8,0.8487252988938321
36,8,0.8326791745998859
37,8,0.8136050431168498
38,8,0.7923437808450536
39,8,0.7696629437802899
40,8,0.7462019047924734
41,8,0.7224513020674656
42,8,0.6987598566380512
43,8,0.675357857097524
44,8,0.6523869929524749
45,8,0.6299290509288961
46,8,0.6080294563290275
47,8,0.5867145171250111
48,8,0.5660030287181319
49,8,0.5459136832255438
50,8,0.526469807714412
51,8,0.5077026615509515
52,8,0.489654097051911
53,8,0.47237896751953795
54,8,0.4559473118873372
55,8,0.44044607382992995
56,8,0.42597993123231254
57,8,0.4126707283907263
58,8,0.40065503305116973
59,8,0.3900794969707104
60,8,0.38109398153849267
61,8,0.3738427908190718
62,8,0.36845476965998575
63,8,0.3650333806125843
64,8,0.36364806739405153
65,8,0.36432816475149127
66,8,0.36706030125012107
67,8,0.37178971309956554
68,8,0.3784252599197754
69,8,0.3868473552441719
70,8,0.3969176277494186
71,8,0.4084889893473059
72,8,0.4214149045581362
73,8,0.435556968358177
74,8,0.4507903078072344
75,8,0.4670067258151981
76,8,0.4841158274142566
77,8,0.5020445687220058
78,8,0.5207357362475714
79,8,0.5401458078220568
80,8,0.5602424797894959
81,8,0.581001878021471
82,8,0.6024051098306727
83,8,0.6244333783178999
84,8,0.6470604287891536
85,8,0.6702407667720992
86,8,0.6938921278209801
87,8,0.7178714373779456
88,8,0.7419453113109138
89,8,0.765759107453916
90,8,0.7888121771134002
91,8,0.8104500231585349
92,8,0.8298846343619554
93,8,0.8462504972768804
94,8,0.8586951437117619
95,8,0.8664914075068285
96,8,0.8691480779433022
97,8,0.866491407512376
98,8,0.8586951437224959
99,8,0.8462504972921435
100,8,0.8298846343808951
101,8,0.8104500231802306
102,8,0.7888121771369694
103,8,0.7657591074785929
104,8,0.7419453113360903
105,8,0.7178714374031746
106,8,0.6938921278459586
107,8,0.6702407667966348
108,8,0.6470604288131333
109,8,0.6244333783412617
110,8,0.6024051098533822
111,8,0.581001878043506
112,8,0.5602424798108403
113,8,0.5401458078426904
114,8,0.5207357362674669
115,8,0.5020445687411259
116,8,0.4841158274325507
117,8,0.4670067258326002
118,8,0.4507903078236625
119,8,0.43555696837352986
120,8,0.4214149045722947
121,8,0.40848898936013456
122,8,0.3969176277607712
123,8,0.38684735525389724
124,8,0.3784252599277266
125,8,0.3717897131056096
126,8,0.3670603012541498
127,8,0.3643281647534307
128,8,0.3636480673938679
1,9,0.3255738331393006
2,9,0.32924865108388673
3,9,0.33501544772064884
4,9,0.34273976876234363
5,9,0.3522566115406464
6,9,0.36338503661767724
7,9,0.37594245982439656
8,9,0.3897569290728091
9,9,0.4046762847668083
10,9,0.4205737690702667
11,9,0.43735023699197995
12,9,0.45493353786409696
13,9,0.47327584790589705
14,9,0.4923497574967676
15,9,0.5121437861760889
16,9,0.5326577497134771
17,9,0.5538980605551934
18,9,0.5758726193767953
19,9,0.5985844724582925
20,9,0.6220229278756939
21,9,0.6461504852787762
22,9,0.6708839957065512
23,9,0.6960692860035688
24,9,0.7214504016276615
25,9,0.7466377317083788
26,9,0.7710830853584586
27,9,0.7940729668244375
28,9,0.8147518437292379
29,9,0.8321831911577537
30,9,0.8454469545414424
31,9,0.8537597369897861
32,9,0.8565929522868888
33,9,0.8537597369954456
34,9,0.8454469545523934
35,9,0.8321831911733202
36,9,0.8147518437485449
37,9,0.7940729668465352
38,9,0.7710830853824349
39,9,0.7466377317334401
40,9,0.7214504016531742
41,9,0.6960692860290656
42,9,0.6708839957317123
43,9,0.6461504853034011
44,9,0.6220229278996678
45,9,0.5985844724815567
46,9,0.5758726193993279
47,9,0.5538980605769905
48,9,0.5326577497345446
49,9,0.512143786196434
50,9,0.49234975751639254
51,9,0.4732758479247947
52,9,0.4549335378822474
53,9,0.43735023700934406
54,9,0.42057376908678284
55,9,0.40467628478238765
56,9,0.38975692908733484
57,9,0.37594245983772395
58,9,0.3633850366296373
